fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,symbol
2020-03-31,USD,96688000000,509098000000,412410000000,412410000000,-3379000000,47557000000,None,100067000000,None,-7040000000,-7292000000,7830000000,None,None,None,None,-10671000000,2678000000,None,-13349000000,None,67937000000,-5722000000,-16230000000,PTR
2019-12-31,USD,164520000000,702408000000,537888000000,537888000000,20854000000,73133000000,58.46,143666000000,None,-1427000000,-5861000000,2237000000,None,0,None,None,20518000000,6978000000,None,13540000000,None,20518000000,17644000000,8429000000,PTR
2019-09-30,USD,137645000000,618143000000,480498000000,480498000000,24720000000,52058000000,44.96,112925000000,None,-6522000000,-3800000000,7450000000,None,0,None,None,20920000000,6583000000,None,14337000000,None,20920000000,22863000000,8830000000,PTR
2019-06-30,CNY,203430000000,605218000000,401788000000,401788000000,41226000000,106761000000,68.70,563992000000,None,-6499000000,-4038000000,7595000000,None,0,None,None,37188000000,14099000000,None,23089000000,None,44783000000,None,18168000000,PTR
2019-03-31,USD,141716000000,591041000000,449325000000,449325000000,29437000000,48787000000,84.48,112279000000,None,-6805000000,-4936000000,7602000000,None,0,None,None,24588000000,8539000000,None,16049000000,None,87200000000,26396000000,10255000000,PTR
2018-12-31,USD,141772000000,643655000000,501883000000,501883000000,5441000000,70010000000,0,136331000000,None,None,None,-16000000,None,0,None,None,13712000000,4622000000,None,590330.44,None,13712000000,9073000000,4467000000,PTR
2018-09-30,USD,165476000000,601111000000,435635000000,435635000000,43987000000,52851000000,0,121489000000,None,None,None,5581000000,None,0,None,None,41085000000,15101000000,None,1699299.93,None,41085000000,41718000000,21036000000,PTR
2018-06-30,USD,30992801439.71,84908218356.33,53915416916.62,53915416916.62,5676514697.06,6945110977.80,0,0,None,None,None,-827234553.09,None,0,None,None,5416316736.65,2097480503.90,None,3318836232.75,None,5676514697.06,None,2539742051.59,PTR
2018-03-31,USD,131632000000,542654000000,411022000000,411022000000,28040000000,46788000000,968712682.11,103592000000,None,None,None,5593000000,None,None,None,None,24293000000,9081000000,None,2422100151.26,None,4464612690.07,24827000000,10153000000,PTR
2017-12-31,USD,137905000000,558186000000,420281000000,420281000000,8909000000,63654000000,439381099.48,128996000000,None,None,None,106000000,None,0,None,None,12645000000,5746000000,None,5829529561.84,None,12645000000,11284000000,5432000000,PTR
2017-09-30,USD,125651000000,481795000000,356144000000,356144000000,16877000000,48646000000,6084000000,108774000000,None,None,None,5517000000,None,None,None,None,12613000000,3682000000,None,9756000000,None,12613000000,13889000000,4690000000,PTR
2017-06-30,USD,-364079000000,72249367000,58113798000,58113798000,2497722000,2976249000,0,-956019000000,None,None,None,821373000,None,None,None,None,1915176000,365711000,None,-21513000000,None,-42308000000,None,1041562000,PTR
2017-03-31,USD,119088000000,493559000000,374471000000,374471000000,19682000000,45992000000,0,99406000000,None,None,None,5852000000,None,None,None,None,15075000000,4456000000,None,10619000000,None,19682000000,16009000000,5701000000,PTR
2016-12-31,USD,125712000000,466466000000,340754000000,340754000000,9994000000,53826000000,364274442.04,115718000000,None,None,None,46000000,None,0,None,None,11703000000,3125000000,None,4229229661.63,None,11703000000,9297000000,6126000000,PTR
2016-09-30,USD,108256000000,411370000000,303114000000,303114000000,10975000000,46015000000,0,97281000000,None,None,None,6245000000,None,None,None,None,6837000000,2948000000,None,0,None,6837000000,10393000000,1200000000,PTR
2021-09-30,USD,2504000000,5975000000,3471000000,None,1534000000,653000000,None,970000000,None,3233000000,3426000000,193000000,2365000000,None,209000000,145000000,2127000000,423000000,193000000,1704000000,1214000000,2320000000,2465000000,1704000000,TFC
2021-06-30,USD,2552000000,6129000000,3577000000,None,1524000000,589000000,None,1028000000,None,3245000000,3443000000,198000000,2405000000,None,200000000,142000000,2072000000,415000000,198000000,1658000000,2125000000,2270000000,2412000000,1657000000,TFC
2021-03-31,USD,1825000000,5483000000,3658000000,None,714000000,625000000,None,1111000000,None,3285000000,3494000000,209000000,2197000000,None,201000000,345000000,1828000000,351000000,206000000,1473000000,-755000000,2037000000,2382000000,1477000000,TFC
2020-12-31,USD,1509000000,5519000000,4010000000,None,142000000,658000000,None,1367000000,None,3366000000,3611000000,245000000,2285000000,None,229000000,401000000,1640000000,311000000,245000000,1330000000,1575000000,1885000000,2286000000,1329000000,TFC
2020-09-30,USD,1031000000,5207000000,4176000000,None,-6000000,631000000,None,1037000000,None,3362000000,3623000000,261000000,2210000000,None,218000000,170000000,1393000000,255000000,261000000,1141000000,761000000,1654000000,1824000000,1138000000,TFC
2020-06-30,USD,372000000,5094000000,4722000000,None,-603000000,588000000,None,975000000,None,3448000000,3888000000,440000000,2423000000,None,242000000,178000000,1146000000,191000000,675000000,958000000,904000000,1586000000,1764000000,955000000,TFC
2020-03-31,USD,550000000,4874000000,4324000000,71000000,-508000000,552000000,None,1058000000,None,3650000000,4426000000,776000000,1961000000,None,234000000,399000000,1284000000,224000000,776000000,1063000000,2802000000,2060000000,2459000000,1060000000,TFC
2019-12-31,USD,747000000,3493000000,2746000000,None,-13000000,324000000,None,760000000,None,2227000000,2812000000,585000000,1398000000,None,142000000,213000000,874000000,153000000,585000000,726000000,903000000,1459000000,1672000000,721000000,TFC
2019-09-30,USD,946000000,2903000000,1957000000,None,622000000,261000000,None,324000000,None,1700000000,2218000000,518000000,1303000000,None,112000000,29000000,1043000000,218000000,518000000,828000000,918000000,1561000000,1590000000,825000000,TFC
2019-06-30,USD,967000000,2890000000,1923000000,None,668000000,244000000,None,299000000,None,1690000000,2206000000,516000000,1352000000,None,107000000,32000000,1120000000,234000000,516000000,885000000,1188000000,1636000000,1668000000,886000000,TFC
2019-03-31,USD,852000000,2775000000,1923000000,None,387000000,248000000,None,465000000,None,1696000000,2173000000,477000000,1202000000,None,105000000,137000000,969000000,177000000,477000000,798000000,1086000000,1446000000,1583000000,792000000,TFC
2018-12-31,USD,878000000,2808000000,1930000000,None,159000000,501000000,None,719000000,None,1705000000,2136000000,431000000,1235000000,None,108000000,142000000,1003000000,205000000,431000000,805000000,935000000,1434000000,1576000000,798000000,TFC
2018-09-30,USD,928000000,2805000000,1877000000,None,622000000,255000000,None,306000000,None,1687000000,2069000000,382000000,1239000000,None,106000000,33000000,1042000000,210000000,382000000,839000000,686000000,1424000000,1457000000,832000000,TFC
2018-06-30,USD,902000000,2757000000,1855000000,None,596000000,251000000,None,306000000,None,1657000000,1994000000,337000000,1222000000,None,105000000,31000000,1021000000,202000000,337000000,822000000,758000000,1358000000,1389000000,819000000,TFC
2018-03-31,USD,857000000,2725000000,1868000000,32000000,-637000000,1328000000,None,1494000000,None,1633000000,1921000000,288000000,1180000000,None,105000000,138000000,974000000,186000000,288000000,791000000,610000000,1262000000,1400000000,788000000,TFC
2017-12-31,USD,751000000,2782000000,2031000000,38000000,-997000000,1589000000,None,1748000000,None,1644000000,1898000000,254000000,1225000000,None,103000000,137000000,867000000,209000000,254000000,667000000,474000000,1121000000,1258000000,658000000,TFC
2017-09-30,USD,828000000,2733000000,1905000000,34000000,-564000000,1311000000,None,1392000000,None,1647000000,1877000000,230000000,1166000000,None,105000000,34000000,934000000,294000000,230000000,648000000,677000000,1164000000,1198000000,640000000,TFC
2017-06-30,USD,853000000,2769000000,1916000000,39000000,-528000000,1335000000,None,1381000000,None,1635000000,1824000000,189000000,1220000000,None,101000000,36000000,979000000,304000000,189000000,674000000,727000000,1168000000,1204000000,675000000,TFC
2017-03-31,USD,385000000,2684000000,2299000000,49000000,-1072000000,1284000000,None,1457000000,None,1609000000,1775000000,166000000,1171000000,None,99000000,137000000,525000000,104000000,558000000,426000000,428000000,691000000,828000000,421000000,TFC
2016-12-31,USD,794000000,2641000000,1847000000,50000000,-928000000,1564000000,None,1722000000,None,1565000000,1745000000,180000000,1162000000,None,107000000,145000000,923000000,287000000,180000000,643000000,254000000,1103000000,1248000000,636000000,TFC
2021-09-30,USD,3673000000,6520000000,3050000000,1858000000,2951000000,556000000,None,722000000,None,-266000000,-6181000000,266000000,6786000000,-135000000,None,62000000,-3304000000,-582000000,0,-2720000000,-2550000000,2951000000,-2976000000,-2722000000,MO
2021-06-30,USD,3732000000,6641000000,3158000000,1882000000,3186000000,546000000,None,546000000,None,-295000000,-220000000,295000000,6936000000,-103000000,None,65000000,2908000000,759000000,0,2150000000,2321000000,3186000000,3268000000,2149000000,MO
2021-03-31,USD,3272000000,5079000000,2721000000,1608000000,2690000000,582000000,None,582000000,None,-308000000,-220000000,308000000,5387000000,-539000000,None,63000000,1940000000,516000000,649000000,1421000000,1991000000,2690000000,2311000000,1424000000,MO
2020-12-31,USD,3146000000,6304000000,3249000000,1909000000,2581000000,77000000,None,241000000,None,-316000000,-120000000,330000000,6304000000,368000000,None,65000000,2543000000,619000000,1223000000,3237000000,1364000000,2581000000,2938000000,1924000000,MO
2020-09-30,USD,3717000000,6813000000,3404000000,1961000000,3160000000,60000000,None,1000000,None,-310000000,-782000000,310000000,7123000000,-577000000,None,62000000,-320000000,632000000,0,-956000000,-959000000,3160000000,52000000,-952000000,MO
2020-06-30,USD,3287000000,6059000000,1749000000,1775000000,2796000000,63000000,None,2000000,None,-308000000,-298000000,308000000,6367000000,49000000,None,65000000,2570000000,627000000,0,1938000000,702000000,2796000000,2943000000,1943000000,MO
2020-03-31,USD,2873000000,6084000000,2538000000,2173000000,2336000000,537000000,None,392000000,None,-275000000,-113000000,275000000,6359000000,20000000,None,65000000,2110000000,558000000,0,1550000000,1883000000,2336000000,2450000000,1552000000,MO
2019-12-31,USD,3084000000,6007000000,1961000000,1718000000,2427000000,61000000,None,408000000,None,-291000000,559000000,333000000,6007000000,None,None,16000000,-1218000000,591000000,None,3084000000,-2271000000,2427000000,2443000000,-1809000000,MO
2019-09-30,USD,3497000000,6563000000,1903000000,1915000000,2944000000,552000000,None,12000000,None,-293000000,46000000,293000000,6856000000,-303000000,None,12000000,-2126000000,474000000,None,-2602000000,-2356000000,2944000000,2956000000,-2600000000,MO
2019-06-30,USD,3319000000,6307000000,1859000000,1874000000,2717000000,569000000,None,45000000,None,-312000000,138000000,312000000,6619000000,181000000,None,53000000,2600000000,604000000,None,1997000000,2067000000,2717000000,2965000000,1996000000,MO
2019-03-31,USD,2811000000,5244000000,1626000000,1578000000,2238000000,533000000,None,49000000,None,-384000000,None,384000000,5628000000,-339000000,None,53000000,1515000000,395000000,None,1121000000,950000000,2238000000,1952000000,1120000000,MO
2018-12-31,USD,2922000000,6114000000,2583000000,1864000000,1744000000,2033000000,252000000,968000000,None,-162000000,None,194000000,6114000000,131000000,None,8000000,1709000000,459000000,None,2922000000,1145000000,1744000000,1752000000,1250000000,MO
2018-09-30,USD,3255000000,6678000000,2013000000,2037000000,2557000000,700000000,None,-3000000,None,-159000000,None,159000000,6837000000,189000000,None,20000000,2607000000,664000000,None,1944000000,1561000000,2557000000,2577000000,1943000000,MO
2018-06-30,USD,3141000000,6127000000,1735000000,1738000000,2498000000,641000000,None,6000000,None,-178000000,None,178000000,6305000000,228000000,None,51000000,2556000000,680000000,None,1877000000,2151000000,2498000000,2785000000,1876000000,MO
2018-03-31,USD,2936000000,5942000000,3175000000,1734000000,2316000000,618000000,None,3000000,None,-166000000,None,166000000,6108000000,342000000,None,53000000,2465000000,571000000,None,1895000000,1864000000,2316000000,2684000000,1894000000,MO
2017-12-31,USD,2902000000,6101000000,81000000,1812000000,2237000000,698000000,241000000,81000000,None,-180000000,None,211000000,6101000000,200000000,None,54000000,2181000000,-2785000000,727000000,2870000000,5015000000,2237000000,2446000000,4966000000,MO
2017-09-30,USD,3171000000,6560000000,3561000000,1952000000,2589000000,568000000,None,15000000,None,-169000000,None,169000000,0,169000000,None,51000000,2643000000,777000000,0,1867000000,1758000000,2589000000,2863000000,1866000000,MO
2017-06-30,USD,3114000000,6486000000,3573000000,1954000000,2528000000,568000000,None,-1171000000,None,-177000000,None,177000000,6663000000,140000000,None,52000000,2909000000,920000000,None,1990000000,2363000000,2528000000,3138000000,1989000000,MO
2017-03-31,USD,2776000000,5904000000,3331000000,1813000000,2239000000,528000000,None,27000000,None,-179000000,None,179000000,0,23000000,None,52000000,2090000000,689000000,None,1402000000,1241000000,2239000000,2321000000,1401000000,MO
2016-12-31,USD,2828000000,6252000000,3848000000,-2964000000,1992000000,773000000,203000000,503000000,None,-176000000,None,189000000,0,None,None,55000000,15706000000,5430000000,0,2828000000,11502000000,1992000000,15950000000,10276000000,MO
2021-09-30,USD,739800000,1109900000,370100000,198600000,613700000,110300000,None,220800000,None,-700000,None,700000,None,311800000,37200000,61200000,1096100000,169600000,41800000,926300000,857800000,613700000,1158000000,926500000,CME
2021-06-30,USD,803400000,1179200000,375800000,211700000,674700000,102600000,None,220100000,None,-800000,None,800000,None,-25000000,37100000,61500000,725800000,215500000,41700000,510600000,532800000,674700000,788100000,510300000,CME
2021-03-31,USD,862400000,1253300000,390900000,225000000,725100000,102600000,None,220600000,None,-800000,None,800000,None,-18400000,37600000,62800000,751900000,177500000,41500000,574800000,523000000,725100000,815500000,574400000,CME
2020-12-31,USD,1098500000,1098500000,346400000,215600000,515000000,217400000,None,216700000,None,-800000,None,800000,None,-16000000,None,-85500000,534200000,110200000,41700000,535000000,515200000,515000000,449500000,424000000,CME
2020-09-30,USD,669400000,1080700000,411300000,216400000,525000000,114400000,None,262000000,None,-800000,None,800000,None,-14400000,39700000,80500000,536700000,125000000,41700000,411500000,468500000,525000000,618000000,411700000,CME
2020-06-30,USD,769400000,1182300000,412900000,217000000,637500000,117200000,None,254700000,None,-800000,None,800000,None,-15200000,36700000,78700000,661300000,158000000,41900000,503300000,516400000,637500000,740800000,503300000,CME
2020-03-31,USD,1107500000,1522100000,414600000,207500000,959900000,104500000,None,285900000,None,-900000,106200000,900000,None,-76800000,35300000,79500000,988700000,222500000,40900000,766800000,736600000,959900000,1069100000,766200000,CME
2019-12-31,USD,1138400000,1138400000,486700000,217600000,573000000,188700000,None,356600000,None,-900000,150100000,900000,None,-99000000,None,38000000,624600000,155100000,42000000,624100000,505100000,573000000,663500000,469500000,CME
2019-09-30,USD,887900000,1277300000,389400000,223500000,685200000,95900000,None,271800000,None,-900000,177500000,900000,None,-139500000,41400000,41400000,723200000,86900000,42800000,636300000,598500000,685200000,765500000,636300000,CME
2019-06-30,USD,908800000,1272700000,363900000,227300000,698600000,90300000,None,225900000,None,-900000,138000000,900000,None,-134500000,46300000,46300000,701300000,187500000,45100000,514600000,518600000,698600000,748500000,513800000,CME
2019-03-31,USD,829900000,1179600000,349700000,230300000,631000000,86500000,None,197100000,None,-900000,None,900000,None,-161900000,32900000,32900000,641200000,144300000,48100000,495900000,492400000,631000000,675000000,496900000,CME
2018-12-31,USD,1236600000,1236600000,442500000,205500000,649900000,185800000,None,401000000,None,None,None,49500000,None,-154400000,None,32900000,669000000,283500000,49500000,670500000,372100000,649900000,682800000,385500000,CME
2018-09-30,USD,652100000,904200000,252100000,151400000,549900000,77000000,None,152300000,None,None,None,45000000,None,-141700000,None,30200000,561800000,150000000,45000000,411800000,411900000,549900000,580100000,411800000,CME
2018-06-30,USD,764100000,1059600000,295500000,39900000,666900000,228100000,None,329200000,None,None,None,33100000,None,-155300000,None,27500000,756800000,190700000,33100000,566100000,564800000,666900000,694400000,566100000,CME
2018-03-31,USD,790600000,1109000000,318400000,49500000,740900000,240800000,None,294900000,None,None,None,30100000,None,-118600000,None,28100000,788700000,189900000,30100000,598800000,600600000,740900000,769000000,598800000,CME
2017-12-31,USD,900000000,900000000,329900000,38100000,536900000,263900000,None,342600000,None,None,None,29100000,None,-106300000,None,27900000,574700000,-2364500000,29100000,574700000,2941400000,536900000,564800000,2939200000,CME
2017-09-30,USD,610000000,890800000,280800000,41500000,567600000,212400000,None,257600000,None,None,None,29100000,None,-105000000,None,26900000,607300000,298700000,29100000,308600000,307400000,567600000,594500000,308600000,CME
2017-06-30,USD,651600000,924600000,273000000,32900000,605200000,211300000,None,262100000,None,None,None,29000000,None,-83100000,None,28800000,637300000,221500000,29000000,415800000,418300000,605200000,634000000,415800000,CME
2017-03-31,USD,650100000,929300000,279200000,33800000,600900000,216000000,None,270300000,None,None,None,29800000,None,-33800000,None,29400000,707000000,307200000,29800000,399800000,424700000,600900000,630300000,399800000,CME
2016-12-31,USD,912900000,912900000,347800000,32500000,540200000,281600000,None,364000000,None,None,None,31600000,48400000,-10500000,None,33700000,594200000,220800000,31600000,594200000,336400000,540200000,573900000,373400000,CME
2021-09-30,CAD,3999000000,11466000000,7467000000,8411000000,1388000000,1667000000,None,1778000000,None,-648000000,-373000000,648000000,4080000000,109000000,None,944000000,979000000,199000000,648000000,814000000,1840000000,1627000000,2571000000,780000000,ENB
2021-06-30,CAD,4229000000,10948000000,6719000000,7648000000,1816000000,1484000000,None,1484000000,None,-618000000,-107000000,618000000,4453000000,82000000,None,929000000,1754000000,270000000,618000000,1521000000,739000000,2372000000,3301000000,1484000000,ENB
2021-03-31,CAD,5039000000,12187000000,7148000000,8080000000,2548000000,1559000000,None,1518000000,None,-657000000,-110000000,657000000,5593000000,59000000,None,932000000,2475000000,483000000,657000000,2014000000,1718000000,3132000000,4064000000,1992000000,ENB
2020-12-31,CAD,4991000000,10008000000,5017000000,5963000000,2251000000,1794000000,None,1858000000,None,-685000000,84000000,685000000,5316000000,82000000,None,946000000,2372000000,501000000,685000000,1899000000,-429000000,3057000000,4057000000,1871000000,ENB
2020-09-30,CAD,4584000000,9110000000,4526000000,5461000000,2095000000,1554000000,None,2405000000,None,-718000000,-230000000,718000000,4250000000,85000000,None,935000000,1315000000,231000000,718000000,1104000000,230000000,2033000000,2968000000,1084000000,ENB
2020-06-30,CAD,4848000000,7956000000,3108000000,4057000000,2098000000,1801000000,None,2037000000,None,-681000000,172000000,681000000,4835000000,98000000,None,949000000,2332000000,591000000,681000000,1777000000,-495000000,3013000000,3962000000,1741000000,ENB
2020-03-31,CAD,3995000000,12013000000,8018000000,8900000000,1513000000,1600000000,None,3336000000,None,-706000000,-1499000000,706000000,4580000000,-191000000,None,882000000,-1882000000,-549000000,706000000,-1364000000,2928000000,-1176000000,-294000000,-1333000000,ENB
2019-12-31,CAD,4881000000,12352000000,7471000000,8336000000,1768000000,1930000000,None,2820000000,None,-697000000,-187000000,697000000,4980000000,66000000,None,865000000,1275000000,433000000,697000000,914000000,-12000000,1972000000,2904000000,842000000,ENB
2019-09-30,CAD,4278000000,11598000000,7320000000,8164000000,1588000000,1741000000,None,1846000000,None,-644000000,-354000000,644000000,4232000000,81000000,None,844000000,1300000000,255000000,644000000,1060000000,1510000000,1944000000,2788000000,1045000000,ENB
2019-06-30,CAD,4822000000,13263000000,8441000000,9283000000,2285000000,1695000000,None,1695000000,None,-637000000,-84000000,637000000,4692000000,65000000,None,842000000,2268000000,436000000,637000000,1830000000,507000000,2905000000,3747000000,1832000000,ENB
2019-03-31,CAD,5084000000,12856000000,7772000000,8612000000,2619000000,1625000000,None,1625000000,None,-685000000,-58000000,685000000,5970000000,46000000,None,840000000,2570000000,584000000,685000000,2023000000,708000000,3255000000,4095000000,1986000000,ENB
2018-12-31,CAD,4198000000,11562000000,7364000000,8158000000,1513000000,1863000000,None,2138000000,None,-661000000,None,661000000,4652000000,455000000,None,794000000,1244000000,60000000,661000000,1283000000,3429000000,1905000000,2830000000,1184000000,ENB
2018-09-30,CAD,4328000000,11345000000,7017000000,7816000000,854000000,1652000000,None,1656000000,None,-696000000,None,696000000,4556000000,-33000000,None,799000000,351000000,347000000,696000000,213000000,-703000000,1047000000,1846000000,4000000,ENB
2018-06-30,CAD,4046000000,10745000000,6699000000,6699000000,1571000000,1636000000,None,1646000000,None,-690000000,None,690000000,5164000000,29000000,None,829000000,1063000000,-97000000,690000000,1327000000,2108000000,1753000000,2582000000,1160000000,ENB
2018-03-31,CAD,4405000000,12726000000,8321000000,8321000000,878000000,1641000000,None,2703000000,None,-656000000,None,656000000,6208000000,65000000,None,824000000,461000000,-73000000,656000000,510000000,1836000000,1117000000,1941000000,534000000,ENB
2017-12-31,CAD,4037000000,12889000000,8852000000,9627000000,-2961000000,1658000000,None,6530000000,None,-852000000,None,852000000,-2000000,17000000,None,775000000,-3224000000,-3515000000,852000000,65000000,269000000,-2372000000,-1327000000,291000000,ENB
2017-09-30,CAD,3925000000,9227000000,5302000000,6150000000,1490000000,1587000000,None,1587000000,None,-653000000,None,653000000,148000000,75000000,None,848000000,1174000000,327000000,653000000,1015000000,-512000000,1827000000,2675000000,847000000,ENB
2017-06-30,CAD,4198000000,11116000000,6918000000,6918000000,1684000000,1646000000,None,1577000000,None,-565000000,None,565000000,112000000,67000000,None,868000000,1293000000,293000000,565000000,1241000000,-30000000,1858000000,2726000000,1000000000,ENB
2017-03-31,CAD,3581000000,11146000000,7565000000,8237000000,1358000000,1551000000,None,1537000000,None,-486000000,None,486000000,-5000000,40000000,None,672000000,919000000,198000000,486000000,945000000,1101000000,1405000000,2077000000,721000000,ENB
2016-12-31,CAD,9338000000,9338000000,7468000000,7468000000,329000000,1165000000,None,1156000000,None,None,None,412000000,None,None,None,564000000,815000000,-32000000,None,847000000,847000000,329000000,1385000000,441000000,ENB
2021-06-30,GBP,10050000000,12175000000,2125000000,2125000000,4907000000,1360000000,None,None,None,None,-523000000,None,None,None,None,None,4384000000,527500000,None,None,None,2531000000,None,3250000000,BTI
2021-03-31,GBP,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,527500000,None,None,None,2531000000,None,None,BTI
2020-12-31,USD,5683000000,6752500000,1069500000,1069500000,2729500000,690500000,None,1069500000,None,None,-785000000,-489500000,None,None,None,285500000,2040000000,527000000,None,None,None,1509000000,1794500000,1471500000,BTI
2020-09-30,GBP,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,527000000,None,None,None,3056000000,None,None,BTI
2020-06-30,USD,5136000000,6135500000,999500000,999500000,2605000000,636000000,None,999500000,None,None,-505000000,-416000000,None,None,None,259500000,2296000000,527000000,None,None,None,1839500000,2099000000,1728500000,BTI
2020-03-31,GBP,5136000000,6135500000,None,None,None,636000000,None,None,None,None,None,None,None,None,None,None,None,527000000,None,None,None,None,None,None,BTI
2019-12-31,GBP,11333000000,13707000000,2374000000,2374000000,4636000000,1424000000,0,52225166142.49,None,None,-589000000,-5842483168.83,None,0,None,None,4047000000,546000000,None,18847748650.52,None,35201598917.94,None,2890000000,BTI
2019-09-30,GBP,36275752810.21,43874679587.89,7598926777.69,7598926777.69,17665744265.40,4558075708.25,0,26208935322.48,None,None,None,-2932020610.07,None,0,None,None,12954025555.72,546000000,None,9458647273.82,None,17665744265.40,None,9250589042.75,BTI
2019-06-30,GBP,10107000000,12170000000,2063000000,2063000000,4380000000,1433000000,0,30753070177.86,None,None,-515000000,-3514401436.08,None,0,None,None,3865000000,485500000,None,11909458730.73,None,19329207898.51,None,2814000000,BTI
2019-03-31,GBP,57455936605.86,69183610220.03,11727673614.12,11727673614.12,26701348989.66,8146270619.95,0,42482261230.42,None,None,None,-4854790725.40,None,0,None,None,21971623130.71,485500000,None,16451714706.42,None,26701348989.66,None,15996933373.80,BTI
2018-12-31,GBP,10585000000,12856000000,2271000000,2271000000,4875000000,1456000000,0,16039640255.77,None,None,-493000000,-1725156252.32,None,0,None,None,4382000000,2044310158.96,None,7405233213,None,11683620718.70,None,3342000000,BTI
2018-09-30,USD,6902960740.84,8383983305.07,1481022564.24,1481022564.24,3533324638.06,1061040824.31,0,4850658667.01,None,None,None,-521716447.11,None,0,None,None,2857701839.05,618233989.83,None,2239467849.22,None,3533324638.06,None,2179470457.81,BTI
2018-06-30,GBP,9357000000,11636000000,2279000000,2279000000,4438000000,1373000000,0,53970319425.23,None,None,-469000000,-2084265411.04,None,0,None,None,3969000000,3073582985.58,None,7151941632.83,None,11887268981.98,None,2690000000,BTI
2018-03-31,USD,6570926966.29,8171348314.61,1600421348.31,1600421348.31,3240168539.33,964185393.26,0,19188050875.07,None,None,None,-568117977.53,None,0,None,None,2787219101.12,837780898.88,None,1949438202.25,None,3240168539.33,None,1889044943.82,BTI
2017-12-31,GBP,9053000000,12146000000,3093000000,3093000000,3838000000,1392000000,485777220.01,38233546907.24,None,None,22662000000,4619116053.19,None,0,None,None,26500000000,-16716657328.87,None,89772646412.50,None,22318050360.52,None,35224000000,BTI
2017-09-30,USD,11944500000,3955242000,-4585841000,-4585841000,-1249774000,2277000000,0,8720500000,None,None,None,-826926000,None,None,None,None,9316413000,-5288160000,None,20001500000,None,4770500000,None,14673830000,BTI
2017-06-30,USD,-11127000000,10028242000,6132341000,6132341000,3446274000,2277000000,0,-7266000000,None,None,None,450926000,None,None,None,None,3933587000,883660000,None,-3520500000,None,-3861000000,None,2938170000,BTI
2017-03-31,USD,3709000000,3709000000,0,0,1287000000,759000000,0,2422000000,None,None,None,-162500000,None,None,None,None,1513500000,340000000,None,1173500000,None,1287000000,None,1130500000,BTI
2016-12-31,USD,7411500000,9367219000,5698913000,5698913000,3254473000,1533500000,65386000,6249500000,None,None,None,355650000,None,None,None,None,3167748000,827506000,None,3790000000,None,3839500000,None,2197300000,BTI
2016-09-30,USD,8033500000,4790090000,-4335318000,-4335318000,-1639749000,571500000,0,6871500000,None,None,None,-600255000,None,None,None,None,-3127209000,-546577000,None,1049000000,None,3839500000,None,-2548438000,BTI
2016-06-30,USD,-7572000000,8831090000,5390818000,5390818000,3105249000,0,0,-6444000000,None,None,None,446255000,None,None,None,None,4536709000,907077000,None,0,None,-3561000000,None,3536938000,BTI
2021-09-30,USD,1336000000,1618000000,282000000,115000000,526000000,167000000,None,167000000,0,-166000000,-163000000,166000000,166000000,-4000000,None,413000000,344000000,-7000000,167000000,351000000,350000000,526000000,928000000,351000000,CCI
2021-06-30,USD,1303000000,1583000000,280000000,105000000,505000000,169000000,None,175000000,1000000,-164000000,1000000,164000000,157000000,-5000000,None,408000000,328000000,-6000000,165000000,333000000,335000000,505000000,902000000,334000000,CCI
2021-03-31,USD,1237000000,1485000000,248000000,81000000,448000000,164000000,None,167000000,1000000,-173000000,-169000000,173000000,-27000000,-8000000,None,408000000,51000000,-7000000,316000000,121000000,59000000,448000000,637000000,58000000,CCI
2020-12-31,USD,452000000,1493000000,1041000000,124000000,682000000,185000000,None,917000000,0,-172000000,-168000000,172000000,141000000,-2000000,None,401000000,504000000,-4000000,172000000,508000000,508000000,682000000,1075000000,508000000,CCI
2020-09-30,USD,1212000000,1486000000,274000000,117000000,434000000,154000000,None,157000000,0,-173000000,-168000000,173000000,52000000,-3000000,None,406000000,158000000,-5000000,268000000,163000000,165000000,434000000,736000000,163000000,CCI
2020-06-30,USD,1165000000,1440000000,275000000,108000000,383000000,164000000,None,167000000,1000000,-174000000,1000000,174000000,121000000,0,None,402000000,194000000,-6000000,174000000,200000000,200000000,383000000,780000000,200000000,CCI
2020-03-31,USD,1143000000,1421000000,278000000,99000000,364000000,175000000,None,179000000,1000000,-171000000,1000000,171000000,111000000,0,None,399000000,180000000,-5000000,171000000,185000000,184000000,364000000,763000000,185000000,CCI
2019-12-31,USD,1426000000,1426000000,345000000,117000000,379000000,157000000,None,231000000,1000000,-167000000,1000000,167000000,0,7000000,None,53000000,202000000,-6000000,0,208000000,208000000,379000000,422000000,208000000,CCI
